"X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10"
"48" "8614901.70389012" "5837186.45589533" "-4473888.88268594" "953259.546094098" "-1536564.2525224" "-507466.73467248" "1773167.07048554" "-817943.375920995" "-51200.2144827198" "L"
"49" "-3335083.22907939" "4829574.70363238" "-1282476.07560915" "433269.861099665" "531472.344281703" "-872496.033322887" "769272.702765052" "-1176679.75337309" "-128182.320620164" "R"
"50" "-24791089.3710436" "7247540.38970263" "819163.23483525" "552824.452333945" "-1271391.19276131" "-895464.53403678" "-1405863.68695868" "-419810.735891672" "-51301.8187170953" "R"
"51" "-18471629.2931692" "5322254.48045285" "-1459388.16715896" "20119.4346647328" "-2146064.0983164" "-794456.701279041" "-1359804.20296434" "140278.297494634" "-40226.7324908949" "R"
"52" "-22430676.8628874" "-725879.28759174" "1763439.39280264" "-767988.300101648" "-480349.238567501" "-192391.465497114" "324657.856864791" "-355838.624180566" "5420.82090993941" "R"
"53" "-22841650.2213849" "-4489101.80981757" "549888.64754072" "-1260298.73990858" "-329385.187358661" "-521119.981195838" "104387.396098496" "-277422.785185325" "21531.2576743242" "R"
"54" "-27060582.9999318" "-4813964.05798306" "351922.196616247" "-1968630.07564624" "-638779.004769609" "-927392.486452921" "98269.229666402" "-64887.4995272329" "46780.1367827988" "R"
"55" "-22111116.5020914" "-4089347.75206969" "-123853.513851528" "-1197661.54612326" "121401.695190278" "-1124705.43474007" "45119.5766160659" "28492.5396548235" "20776.286714851" "R"
"56" "-16313334.6837874" "-4076198.57862951" "-775186.045254502" "-1077107.01422309" "-136164.632137471" "-942144.704606172" "246498.409419805" "-61312.1877504656" "179353.95896074" "R"
"57" "-25821264.9322631" "-2415810.78074226" "1440660.98948201" "-1303482.69341114" "-593749.367671569" "-660727.925899294" "173054.516919899" "-330826.019527026" "1189.65695452573" "R"
"58" "-30653851.4833556" "-3154348.25122095" "1570607.43848011" "-2235171.6439148" "-1074995.90005983" "-1003538.29715513" "-301149.123980373" "-291809.177574734" "621.494641628047" "R"
"59" "-14426909.5009961" "-696481.114522958" "76125.1878044065" "-346656.033689031" "-601882.639994751" "-483958.534725273" "277670.31721912" "97229.1441665218" "11896.2155320731" "R"
"60" "-27391742.2086227" "-3858243.97340947" "1241791.54636519" "-1240421.40852457" "-149291.386043939" "-1030110.93684699" "-119999.328119341" "-152268.89101003" "-57501.6071696672" "R"
"61" "-32045476.0256606" "-6677858.46182014" "906815.193079341" "-2363510.41579226" "-968684.861151373" "-1043549.52115798" "-201669.114768417" "-81372.1360803065" "52504.403987873" "R"
"62" "-11141887.5017118" "-1900010.1067736" "-1549778.52891842" "21039.1393516553" "32090.0373995851" "-379856.337274068" "1011729.20554337" "284589.566001089" "-46263.765145845" "L"
"63" "-12472983.2676865" "-5047369.48509332" "-2913492.60596087" "602454.143049711" "206513.546366481" "-1388689.96504424" "53884.0614536533" "18451.8633323602" "-116015.352163307" "L"
"64" "22804066.1114057" "3683533.49039364" "-10520032.0395856" "-4763940.86824252" "1685797.53778598" "492435.137902561" "-120709.354374275" "-454321.03178924" "-302689.381563474" "L"
"65" "-9919296.47098853" "-489592.686237428" "-1777843.54420004" "-77246.722468522" "24911.1498499501" "-82178.6981169308" "1498560.828217" "-326864.270134161" "123343.08403041" "L"
"66" "-23394051.0401387" "-4852578.32564614" "116923.766679336" "-1285381.15197152" "-355224.923607919" "-784048.362384061" "191926.338550663" "-213422.430209611" "39255.765305937" "R"
"67" "-25753581.4111277" "-4114220.68488296" "1213711.47380366" "-1578570.1434327" "-507926.809054042" "-699931.808188723" "-44233.1899841762" "-201054.676009338" "10367.2951521269" "R"
"68" "-11897569.1945632" "-1901925.27109717" "-1535727.11534394" "1009793.05976427" "842547.919953297" "357341.078099529" "938131.821378189" "-79636.9332690203" "-114898.881838699" "L"
"69" "-6676681.02832467" "-4533323.70107296" "-4668853.31476605" "98482.351140112" "-253407.650868646" "-409579.286196946" "691891.250184755" "-149123.851549793" "91933.1500652577" "L"
"70" "11706253.6711919" "4735034.34748034" "-7067441.01927372" "-4190700.82415123" "-1167000.83514004" "619593.863880306" "978737.493867044" "-489747.511116574" "64673.1859827559" "O"
"71" "23967619.5678629" "2280264.529095" "-12554295.0704272" "-2920140.57805827" "-1388975.50998136" "-1181676.56914025" "-327689.727938092" "1640881.85492102" "-69540.5659529981" "O"
"72" "-17807634.0482855" "4454671.91528639" "550655.048764402" "54420.7246040399" "-1385893.90875" "-690627.37517754" "-202893.240336495" "-455901.139592168" "-122162.803061936" "R"
"73" "-13409255.3257632" "15366013.2940015" "-510237.406165233" "2872957.39073303" "-1129394.38850021" "-558869.795032885" "-959035.82264761" "-499777.058360616" "-168715.724067449" "R"
"74" "10113972.0346786" "-14742724.7780562" "-8260405.59875843" "4129784.56258767" "812606.657580407" "-4412548.77446829" "-140490.568836195" "-721387.435989353" "28865.2061379025" "O"
"75" "15819969.0305343" "9305863.5822184" "-2915271.71782698" "-7134462.42034467" "2964247.64248382" "2386189.21073825" "881256.592460385" "-2908140.61557501" "-185789.602442215" "L"
"76" "18366388.4010729" "-9449838.0794928" "-7681779.71399993" "1518078.70214755" "-503973.062685914" "-3622232.76377012" "453015.327800938" "-1274611.49429996" "207416.272160105" "O"
"77" "-1096523.18883188" "3566495.9463193" "-2265052.27026694" "987794.447105751" "-332313.216714228" "-1788393.817222" "-1856422.40099875" "-163207.003065665" "77823.8845525102" "R"
"78" "-22003126.0885503" "-7135963.8503268" "95456.0133415758" "-1268164.75223987" "-171708.556819822" "-660812.399430549" "293045.849793615" "-281149.686943409" "208117.133821809" "R"
"79" "-23582843.5224251" "-138375.147881427" "1113812.47528675" "-610851.176656648" "-514964.479343535" "-1276092.94416048" "225971.915486679" "-368610.046366099" "75377.4658573296" "R"
"80" "-5877283.36830499" "2737500.55188993" "226065.159437195" "1456533.46373097" "968957.897015602" "-1555361.67947662" "664933.761954608" "-54815.8815761596" "-92350.1266800618" "L"
"81" "-5574584.12277727" "5356317.61440163" "45852.5846135579" "1304171.79555789" "1441596.57906988" "-968011.081136144" "792893.823449121" "-62359.9080221995" "-189501.571599524" "L"
"82" "4426579.88237286" "12104453.3083239" "-1294874.80257851" "2553216.8983728" "638215.526404087" "-209393.048079542" "251763.372844535" "-297874.256333536" "-131952.250075512" "L"
"83" "-1116376.08574599" "3357213.01249269" "-2606800.62827109" "361149.698850647" "728082.779766608" "-134757.190717571" "1304348.48480056" "-8675.16342339451" "192332.533808182" "L"
"84" "-3200578.12164937" "2799351.27503045" "-892209.689585579" "1839468.97005304" "1214883.0347707" "250942.943977473" "1205520.32375748" "57111.3758110354" "-89226.2555742908" "L"
"85" "-3041995.98718844" "5867812.84863696" "28615.874821297" "1616881.88445684" "1247874.54443002" "-336067.951992262" "784837.855079053" "-105122.74744018" "-138259.026031089" "L"
"86" "-7277830.39084472" "4536736.06049174" "1074797.50823985" "2310414.45178184" "1719989.92739854" "-190565.281122777" "25141.804450382" "-744092.425916463" "-291739.476238995" "L"
"87" "-8923818.58835806" "2617065.11532714" "-1288108.29261934" "537837.851416736" "626185.822088461" "-606830.693818804" "332214.016012177" "-25803.2760017329" "-100276.485663959" "L"
"88" "-2948706.90519564" "2947517.45391838" "-714113.749705496" "1188145.5228264" "1073252.63465701" "591259.561550767" "1215051.948937" "34008.3782414865" "-160621.52549731" "L"
"89" "-10279776.9226727" "2622588.05848381" "-444426.824422856" "792646.474398118" "877560.648955917" "-1046489.5929705" "314720.13403187" "-193275.096051134" "-96616.468341767" "L"
"90" "-7691597.30493889" "9379203.71188488" "1870125.99095528" "2464894.50219256" "1167206.77641158" "234342.440756038" "479681.570330278" "-553131.906540956" "-244513.647282316" "L"
"91" "-3429684.48945702" "6208038.09863" "658711.503029143" "2578328.97483429" "1514088.12184475" "-327969.617360486" "516498.869946438" "-224971.731425194" "-162301.193500233" "L"
"92" "-9495917.47264268" "3772810.37316474" "2389955.83881066" "2016464.83209372" "1153838.17451545" "824821.336038335" "247027.619441956" "-493998.143326229" "-16586.5054764649" "L"
"93" "-7525663.48680424" "5133893.56975797" "512532.057172629" "1712636.60684433" "2197174.2480215" "-923992.372244512" "-67860.16828591" "-427181.239016207" "-154020.553417232" "L"
"94" "-717887.720688166" "-2704368.52906354" "-2862292.30662622" "166603.751078295" "1256698.24178757" "-563257.399421853" "2049171.76683711" "19075.9397599779" "78424.9425954999" "L"
"95" "-3351260.62677061" "7536921.91247938" "1708390.84753226" "1813317.15837352" "1968026.17677361" "-8416.45249549951" "6896.81525320979" "-493380.287517361" "-102052.994402014" "L"
"96" "-8339540.99796749" "3577457.26037391" "524766.11209586" "1413948.54260287" "1340445.85984572" "-658743.375911416" "245555.367017054" "-103028.260545651" "-169962.921547012" "L"
"97" "22817538.4098965" "16072252.5735319" "-5585560.03933701" "2975578.15992503" "539669.996066951" "-1716578.43008368" "-639965.53144605" "169580.546886169" "121985.397867745" "L"
"98" "-7175238.91993804" "3454035.03069897" "-243113.26402897" "1116381.10575886" "1319877.55310376" "-1999271.09065734" "-399887.102062473" "-359240.560552217" "-80946.7411585471" "L"
"99" "31024874.7555888" "13067894.6380563" "-3037900.09627027" "-6370377.86652571" "2218724.51988031" "-1949557.19850071" "-200383.233521181" "-1813343.25541037" "411330.156517807" "L"
"100" "-5905512.32413698" "781671.481871581" "-3245545.12530026" "399908.893807833" "165765.056599426" "483699.372632848" "1430434.08509628" "-191862.042984882" "-83012.9075818421" "L"
"101" "20816901.2080774" "7303169.45368227" "-1374753.50040055" "-1047917.15731437" "1000284.49151283" "-920156.438133462" "399178.817673989" "-1049770.35732069" "-102762.977477588" "L"
"102" "-3147604.10848508" "2684988.88330721" "1099162.85179481" "-148212.002361123" "1845842.70679828" "562027.414383512" "-2452116.58002201" "-1166839.88515113" "-154889.422686695" "L"
"103" "-6836240.9597767" "3978362.86521343" "-723492.499341513" "1147551.58212241" "459104.496028282" "250299.159801428" "1052540.49908066" "-38057.6189377152" "-182958.453072695" "L"
"104" "22291519.593667" "11282565.3033329" "-4914130.25553076" "144875.262308245" "-1571145.60689306" "-894651.202906727" "-69012.3675924096" "-1413126.59549654" "-28507.6932533416" "L"
"105" "-13466938.6678191" "-1756905.90258475" "-2131641.15347679" "-1109672.94024682" "-910565.345817007" "995913.692445466" "1800734.3272236" "-174033.836065717" "-16317.7858071048" "L"
"106" "-1175455.32427093" "3885738.44537643" "-791010.575585675" "676453.209215905" "1093340.88509385" "-1168775.56446961" "344325.583277218" "-154796.213215853" "-157686.000494827" "L"
"107" "-7870852.65907591" "7974814.7965266" "2741694.73694705" "2415549.36410039" "1937758.37473826" "-318600.771199501" "-262844.137907881" "-714589.27879166" "-186443.385944067" "L"
"108" "17878813.2495963" "16136966.3804465" "-2982828.33870273" "22150.4132583599" "238192.863405676" "-1001379.02726848" "-1976450.50334993" "-391860.511786882" "78205.7633826981" "L"
"109" "-12597463.5339178" "-2557370.84173661" "-1979383.25454682" "-449817.651408554" "-24353.7288164835" "-354325.120365865" "1289452.20626661" "-277295.305532163" "-33261.703532406" "L"
"110" "-6180208.99047588" "-3808452.55951339" "-4703058.08750393" "-1736257.1254081" "-249724.136305745" "-752472.101818435" "1612874.89299127" "-371076.378021035" "-91042.5446201788" "L"
"111" "35695924.189492" "3081054.58788871" "11548217.7645943" "-7302525.53839864" "2331088.37742313" "-5149742.26903549" "3025105.72656676" "1158604.78223827" "533334.59110215" "L"
"112" "343493.044228818" "2914760.95639861" "-1458008.73534938" "-2182034.54260506" "703998.280963824" "2396045.03283549" "860271.150861036" "157800.354135046" "-371375.902538876" "L"
"113" "-17859790.5390883" "207581.311893142" "1245533.4803321" "161371.206841241" "71583.4012166785" "315352.375557233" "906184.811864849" "-430857.679920332" "-2899.99969289739" "R"
"114" "21543736.0401015" "22705557.8506899" "-8274915.86385449" "-311877.049706943" "-197803.58106875" "-302299.863257097" "94433.7951414902" "-3184537.59773396" "-95639.1630377377" "L"
"115" "32562420.7314435" "15728002.6486575" "-5176933.28677197" "-8453135.4399131" "1810067.72195601" "-1576970.27239017" "-2761269.73161226" "-2383343.0148436" "250380.962517098" "L"
"116" "31864377.4507288" "-11975266.6130791" "20795.4264913024" "4117264.11729461" "-2413286.45000731" "-3236951.98146567" "622164.930728885" "-1544516.3362667" "177151.143278846" "L"
"117" "-23539997.1260048" "-4550176.34158869" "1152364.69301177" "-2020897.48215994" "-872817.268907223" "-702479.336587872" "-340302.64353275" "-133774.375488187" "154361.637704221" "R"
"118" "-13492002.1426457" "22206379.4583417" "1352493.32426582" "6295420.61110708" "-968184.959027161" "-2247476.61221769" "-899238.343438451" "-1310899.48097745" "-14631.9048737039" "R"
"119" "-19291289.1165204" "-3180651.77517191" "-1475293.05146045" "-1268905.7375792" "-1008349.10472204" "-1333262.37249681" "-521301.005887903" "-657589.464539339" "233142.121971242" "R"
"120" "60948860.7232342" "8049756.11302711" "-4075965.58796442" "-14180367.2129482" "-1040583.6292885" "-8241745.28830909" "-3445240.14863308" "1692365.23805275" "2957013.83299079" "L"
"121" "-28047063.48522" "-2725700.51747863" "1628268.77707931" "-1301489.01652349" "-575353.236262673" "-862211.74265207" "-578776.629050565" "-237388.711240736" "37828.3964970985" "R"
"122" "32762644.8090102" "-13823095.2737353" "1253588.16114544" "7539837.6688719" "-1819370.42180335" "-1023602.95550585" "-1571377.00593231" "-1338593.44473742" "233469.806476764" "L"
"123" "-23081906.0062114" "-2669662.26724198" "173908.505930605" "-864181.547040896" "-615507.970080417" "-1127085.2700458" "117008.55707188" "-72535.498756368" "41577.9344191876" "R"
"124" "-18798739.160541" "-5211005.78277593" "-1172534.77203929" "-1081693.00783343" "-35499.3307280767" "-725242.255823362" "16754.7725981617" "-226158.60087545" "265782.625405887" "R"
"125" "43030429.9720497" "-3018979.15453459" "5011081.2341526" "-4953711.09409349" "-2841371.14766164" "-6131112.41370653" "5905485.17310769" "1880431.7407483" "392016.62361532" "L"
"126" "-23408321.5228612" "-3958536.00233119" "288078.929552622" "-2178803.61722464" "-1050286.22582006" "-994245.341194929" "7513.67603768157" "-359232.037303398" "133262.302604541" "R"
"127" "-25218622.0428789" "-5909856.16810192" "523508.911131427" "-1616539.97934207" "-912210.741595307" "-524866.167280894" "233185.329640469" "-21343.5363956812" "30043.2143429011" "R"
"128" "45417254.9573171" "-12404113.5805478" "8991662.92729498" "6729898.35059811" "-5946788.4863056" "-365963.917958622" "-899250.941317622" "-2214795.27890631" "-1673983.94825683" "L"
"129" "-21817826.4648895" "-5389412.54597155" "124516.444502644" "-1210931.129028" "-261711.590549162" "-822978.351343468" "288922.422172926" "-65041.168827858" "41551.3969383263" "R"
"130" "40677294.5781138" "-2133848.8191467" "16340579.7413127" "-553413.085402939" "2869018.69781988" "219992.17509269" "-2002122.04446156" "130056.81122796" "212809.37314126" "L"
"131" "5724646.35783952" "-3726035.72042118" "-1712675.75551813" "-4353870.32159251" "1122934.38475851" "-1557829.95972194" "-1848872.68758542" "-1120551.85230536" "757791.756686903" "L"
"132" "-16549764.9451512" "4800689.35083325" "302175.04991524" "-443917.287126401" "-1590310.36123336" "-104067.992003702" "-171267.90582722" "-289615.67122498" "-50604.6572399117" "R"
"133" "-155022.857893179" "5359858.62509124" "2361347.58545104" "-3121309.44642148" "4096406.22061467" "-626929.550909605" "-1308679.5320543" "-2339439.54430728" "-822.344066611682" "R"
"134" "38446583.7880452" "-10255836.5084665" "7065397.63796754" "3927363.40423776" "-1846013.67797203" "-628249.964151717" "738323.5745279" "-429805.497349985" "-106473.985751027" "L"
"135" "124073.927660368" "17869844.782236" "-2898340.18478106" "1697181.19770857" "-509292.385063295" "-146713.748041256" "-897222.926532345" "-528761.250990565" "-269536.85562505" "R"
"136" "35672847.7653972" "-9628198.29655881" "7479473.52317359" "4667016.87565532" "-1756149.13794739" "-1378100.03351584" "-1112183.56673388" "-1424704.72300858" "-305529.036248102" "L"
"137" "60340763.0998208" "-9563677.37702051" "5453914.27151272" "2231422.82687585" "-6176389.50200591" "-7238581.84871727" "710052.276569383" "2513768.60777365" "238079.954420796" "L"
"138" "-3219203.88773877" "5803619.36720586" "-3624366.40447091" "-1251402.3091346" "-2907396.43754359" "-199438.319192221" "-1443342.11390089" "-728325.50225445" "151282.988378828" "R"
"139" "32942947.5850532" "-10852731.3541852" "1564977.8431399" "1578880.34379377" "-2423558.10246755" "-989994.933360906" "1070090.34039245" "1150707.1441958" "461293.693350914" "L"
"140" "29412121.7410497" "-3164488.32909575" "4176906.20329174" "-5560163.17560601" "-1221205.11668309" "-3744761.10182415" "1551004.4274277" "2270450.76056623" "748608.740165779" "L"
"141" "11670635.1267296" "-2382385.3336204" "-2303151.97140042" "-2513684.38320018" "845453.81459666" "43772.6107015689" "-279875.825449544" "-785882.025698592" "100532.379758143" "L"
"142" "-8649857.80646975" "-8365313.87039636" "-849015.942614907" "216813.032159314" "-123314.963102931" "609092.554237345" "1066512.51207789" "12461.3525639787" "211430.132769803" "L"
"143" "-21922058.2370819" "-9345620.02323936" "-2028131.30626338" "-663776.751585808" "-558653.802359211" "-1200062.69655811" "204310.875337469" "-174673.143962105" "193776.38719158" "R"
"144" "-24448066.1505923" "-7125904.36204524" "-840214.042967007" "-2273850.57133737" "-1395530.54063609" "-988893.242440867" "881060.143766126" "-124436.793118734" "100243.713909795" "R"
"145" "34064563.0672566" "-16065080.4211036" "-6896804.46373206" "10675147.3208603" "1474991.88895309" "-3419830.35060217" "625867.525958831" "-997079.591307168" "73215.3908072178" "L"
"146" "-30026941.1588133" "-4239475.22565418" "1674428.86435747" "-1859327.33090194" "-742033.288728713" "-954269.610568088" "-469266.78503481" "-246178.347386455" "39709.0698612921" "R"
"147" "26816206.5794664" "-11652713.5600408" "-3824410.2160072" "2973100.63870922" "-726951.012102123" "-3603703.73072914" "1481934.36550572" "-587364.173668784" "-7962.65098979232" "L"
"148" "-30154584.2409716" "-2560695.61537933" "1433752.46798514" "-1366685.45972537" "-633782.738480115" "-1106106.58584384" "-586105.918769029" "-271304.142681732" "2118.09623646047" "L"
"149" "-4175280.4385442" "-11332410.8967021" "-4021160.69631574" "526226.042015061" "-294809.153103014" "-1175036.80306015" "551573.519999252" "-164224.606164726" "203221.592265616" "L"
"150" "21285035.7358761" "-4039295.60648663" "6009534.74277645" "-3503403.1087075" "-692720.822032398" "-4799893.02031673" "520713.410830317" "912885.122173259" "733002.354702475" "L"
"151" "-10574153.624435" "2270193.46852248" "320077.28146619" "856218.177593795" "773269.11504352" "-405001.637427111" "359054.658916289" "-5969.54322355616" "-210752.934862519" "R"
"152" "89453337.2891161" "-18510393.7983529" "6150646.825171" "16074201.0988956" "-10136624.9218366" "-1043434.20330003" "-440128.526328787" "-3842124.56246608" "-1036700.40251688" "L"
"153" "-28424010.7629196" "-2877985.26923498" "693270.829064729" "-1753015.42161899" "-1447695.34040492" "-755580.074966958" "-227791.558509794" "-190877.763623962" "20373.0356481592" "R"
"154" "-22851540.9940162" "-336213.993610968" "1143288.65062392" "-655715.802089683" "-390184.930375925" "-554141.659372942" "172617.693560333" "-340316.329000285" "-15162.2422374789" "R"
"155" "-28170057.3180206" "-4829768.70969304" "979285.752096298" "-1586084.84986595" "-629861.586696113" "-1103055.45274972" "-61638.6309697145" "-57401.3777213311" "10820.3210134042" "R"
